Title,Price,Brand,Size,Link,Likes,Dataid,MarketStatus,SearchDate,Upload_date,Images,SearchCount,Page,Title_norm,Brand_norm,EmbedText,ProductId,VariantId,VariantText,DealScore,DealNotes
FIFA 16,16.45,No brand,0,https://www.vinted.it/items/8274519576-fifa-16?referrer=catalog,0,8274519576,Sold,27/02/2026 19:31:57,,https://images1.vinted.net/t/05_00e21_NoAfe1Sc1Xuoa5yWtHWZMJgc/310x430/1772213784.webp?s=bc1626de1078ac2f7b0cfae51850600524fbbf3d,1,2,fifa 16,no brand,fifa 16 | no brand | 0,30,94,fifa 16,,new_variant_created
Pes ps4 neuf,13.3,No brand,0,https://www.vinted.it/items/8279288872-pes-ps4-neuf?referrer=catalog,2,8279288872,Sold,01/03/2026 00:26:37,,https://images1.vinted.net/t/06_0055d_QFHs8cKocrkfuBbUJuryEMR9/310x430/1772281783.webp?s=0da4d629714377fa64d7fd68c564b2e7dda87f6d,4,9,pes ps4 neuf,no brand,pes ps4 neuf | no brand | 0,62,115,pes ps4 neuf,0.0,
Lot de 4 bandes de polo PS of Sweden Neuves,17.5,PS of Sweden,0,https://www.vinted.it/items/8281824729-lot-de-4-bandes-de-polo-ps-of-sweden-neuves?referrer=catalog,0,8281824729,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/04_0021e_6FtJZKS4FGGyB2JYTknA8eYX/310x430/1772295413.webp?s=a01c60f4daa8420a660c88d239883d7f804f98a9,4,6,lot de 4 bandes de polo ps of sweden neuves,ps of sweden,lot de 4 bandes de polo ps of sweden neuves | ps of sweden | 0,-1,-1,,,unassigned_product
Supporto stand per ps4 ps5 resident evil,15.4,PlayStation,0,https://www.vinted.it/items/8281735648-supporto-stand-per-ps4-ps5-resident-evil?referrer=catalog,12,8281735648,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/04_001dd_UDRSLV4R9wjp7VPJbnTwcCLn/310x430/1772295311.webp?s=939855d6e3a30f59099bb35bba74dfee451bb850,4,6,supporto stand per ps4 ps5 resident evil,playstation,supporto stand per ps4 ps5 resident evil | playstation | 0,-1,-1,,,unassigned_product
Jeu The Last Of Us - PS4/PS5,13.3,No brand,0,https://www.vinted.it/items/8281788904-jeu-the-last-of-us-ps4ps5?referrer=catalog,5,8281788904,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_00b52_oJ4ebaPoKmzYhKY3nkSRytRo/310x430/1772295223.webp?s=c0849da2cc4f9dbeecc5e34cc555ad15d884554c,4,6,jeu the last of us ps4 ps5,no brand,jeu the last of us ps4 ps5 | no brand | 0,74,128,jeu the last of us ps4 ps5,0.6744905114173889,
GTA V PS4,18.55,No brand,0,https://www.vinted.it/items/8281788523-gta-v-ps4?referrer=catalog,0,8281788523,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/01_007b4_LZEvcQVTxMZX6nKZ8pGM5h4u/310x430/1772295221.webp?s=1e94fd6cd133469e7167766969218a11326a6d44,4,6,gta v ps4,no brand,gta v ps4 | no brand | 0,35,116,gta ps4,0.4496605694293976,
Jeux vidéo,26.95,No brand,0,https://www.vinted.it/items/8281784199-jeux-video?referrer=catalog,0,8281784199,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/05_01a03_WoEi1QjKUFJjFxK7qWSqxpEp/310x430/1772295198.webp?s=356573496c6a831b41f1dddee2cfc17876b4c322,4,6,jeux video,no brand,jeux video | no brand | 0,46,102,jeux video,-1.3489811420440674,
Okami HD,23.8,No brand,0,https://www.vinted.it/items/8281770156-okami-hd?referrer=catalog,3,8281770156,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_00208_Ym3guJoqWoYGczS1z6xHT34S/310x430/1772295123.webp?s=9604b24313767ec332836e23a3243ecebe8af88c,4,6,okami hd,no brand,okami hd | no brand | 0,-1,-1,,,unassigned_product
Persona 5 royal - Steelbook no game,16.45,PlayStation,0,https://www.vinted.it/items/8281765686-persona-5-royal-steelbook-no-game?referrer=catalog,1,8281765686,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_01f29_GR5ZLPUXimuD1LgCCmc5rmjq/310x430/1772295099.webp?s=a1ed44ab880c966d4701a24aedaa0d98c407ce12,4,6,persona 5 royal steelbook no game,playstation,persona 5 royal steelbook no game | playstation | 0,83,129,persona royal steelbook no game,0.0,
PlayStation 4,105.7,PlayStation,0,https://www.vinted.it/items/8281764339-playstation-4?referrer=catalog,0,8281764339,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_01ca2_eA8ShMPBduNDPYUsw42XG2rB/310x430/1772295091.webp?s=1ed6ffd966c4e8845c1738d073c25f354124f988,4,6,playstation 4,playstation,playstation 4 | playstation | 0,84,105,playstation,-0.24088957905769348,
Among us,9.1,No brand,0,https://www.vinted.it/items/8281762523-among-us?referrer=catalog,0,8281762523,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_016c1_P1ksEPa47Jv7FGqiyYHEzrwP/310x430/1772295082.webp?s=8cd94a926626a5e6f3d5883e7c95d084f7a458ed,4,6,among us,no brand,among us | no brand | 0,-1,-1,,,unassigned_product
Jeux vidéo,11.2,No brand,0,https://www.vinted.it/items/8281759585-jeux-video?referrer=catalog,1,8281759585,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/01_00bb9_YQTJMKpNnB7GhTTyPxUuxwD7/310x430/1772295066.webp?s=ed48178c40eb0462ddfe031e1010ecef6364836e,4,6,jeux video,no brand,jeux video | no brand | 0,46,102,jeux video,0.6744906902313232,
It takes two PS4,37.45,No brand,0,https://www.vinted.it/items/8281755522-it-takes-two-ps4?referrer=catalog,0,8281755522,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_02620_M2Q4qEgoT8FGXb6uemd6G9Y9/310x430/1772295045.webp?s=914161a43f728b610f4288d8a18aba842f8ae1fd,4,6,it takes two ps4,no brand,it takes two ps4 | no brand | 0,39,168,it takes two ps4,0.0,
Controller ps4 rosso e nero funzionante ed in condizioni impeccabili.,27.9,Sony,0,https://www.vinted.it/items/8252564160-controller-ps4-rosso-e-nero-funzionante-ed-in-condizioni-impeccabili?referrer=catalog,3,8252564160,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/04_01fac_4douW4RWRA5LAJRLPqSwNF7d/310x430/1771948897.webp?s=c4d9a440e7110c4cd9880495f9cab3fb883f6a53,4,6,controller ps4 rosso e nero funzionante ed in condizioni impeccabili,sony,controller ps4 rosso e nero funzionante ed in condizioni impeccabili | sony | 0,80,152,controller ps4 rosso nero funzionante ed in condizioni impeccabili,0.0,
Gta the trilogy,16.45,No brand,0,https://www.vinted.it/items/8281742593-gta-the-trilogy?referrer=catalog,1,8281742593,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/01_0188d_c8wmap16CdzJ8SgbEjMrMn78/310x430/1772294974.webp?s=61dc829d368e2b1a56867bc7210db92c1b7fa05b,4,6,gta the trilogy,no brand,gta the trilogy | no brand | 0,33,142,gta the trilogy,0.0,
Metal Slug Anthology PS4,53.2,No brand,0,https://www.vinted.it/items/8281728573-metal-slug-anthology-ps4?referrer=catalog,2,8281728573,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_01d50_ZrfRdEhbGj6zXXhJLoPakRwm/310x430/1772294900.webp?s=867fa065d38ad3897b07896caba1fa44bb9d4667,4,6,metal slug anthology ps4,no brand,metal slug anthology ps4 | no brand | 0,-1,-1,,,unassigned_product
Jeu PS4 - Ghost of Tushima,16.45,No brand,0,https://www.vinted.it/items/8281730611-jeu-ps4-ghost-of-tushima?referrer=catalog,1,8281730611,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_02390_8mnMvhfRe3ktuCzN4JHEHFpA/310x430/1772294910.webp?s=c6dd7a213e16ccb4f0063b91f3eed732d0d38895,4,6,jeu ps4 ghost of tushima,no brand,jeu ps4 ghost of tushima | no brand | 0,-1,-1,,,unassigned_product
Watch dogs 2,16.45,No brand,0,https://www.vinted.it/items/8281718048-watch-dogs-2?referrer=catalog,1,8281718048,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_016e1_mmtbPbj3hK3Yw9WomeUnV72J/310x430/1772294844.webp?s=583eff655bb5ba188f082b9c812dea3bfe459a25,4,6,watch dogs 2,no brand,watch dogs 2 | no brand | 0,-1,-1,,,unassigned_product
Horizon zero dawn,5.95,No brand,0,https://www.vinted.it/items/8281714389-horizon-zero-dawn?referrer=catalog,0,8281714389,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_00bae_zqA6QAMJ84zC9Ymnnw7X76t6/310x430/1772294824.webp?s=a7a554a08b402dec7be64eef724a2b9e459ed3d0,4,6,horizon zero dawn,no brand,horizon zero dawn | no brand | 0,37,119,horizon zero dawn,0.848981499671936,very_low_vs_variant_median
Jeu PS4 - Tennis World Tour,13.3,No brand,0,https://www.vinted.it/items/8281706782-jeu-ps4-tennis-world-tour?referrer=catalog,1,8281706782,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/05_00337_8c15EvHHMM7mBSKc1Wt8EpWH/310x430/1772294783.webp?s=04ce65fc437cce76f64f6ee624a778c91f2014dc,4,6,jeu ps4 tennis world tour,no brand,jeu ps4 tennis world tour | no brand | 0,-1,-1,,,unassigned_product
One piece odyssey,26.95,No brand,0,https://www.vinted.it/items/8281702315-one-piece-odyssey?referrer=catalog,0,8281702315,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/05_0011b_CSkBMijPWFBvThwKpnXuKL23/310x430/1772294759.webp?s=d67cb94b1737922223a073ab55710b44daa5ffc7,4,6,one piece odyssey,no brand,one piece odyssey | no brand | 0,-1,-1,,,unassigned_product
Neuf! Fun Pack Lego Dimensions Harry Potter 71348,20.65,No brand,0,https://www.vinted.it/items/8281693934-neuf-fun-pack-lego-dimensions-harry-potter-71348?referrer=catalog,3,8281693934,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_00230_gJBnRb6DnV6G51qaqrYBanGz/310x430/1772294714.webp?s=a6928cfe14bc7fcd03c56346efae3de99583cc76,4,6,neuf fun pack lego dimensions harry potter 71348,no brand,neuf fun pack lego dimensions harry potter 71348 | no brand | 0,-1,-1,,,unassigned_product
mando ps4,21.69,PlayStation,0,https://www.vinted.it/items/8281268458-mando-ps4?referrer=catalog,1,8281268458,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_01c98_7fWnQNbmUz4dkwC2pj9Dsc2y/310x430/1772292513.webp?s=a20457cb696779efa5ce2f2b42672d709b3b08ca,4,6,mando ps4,playstation,mando ps4 | playstation | 0,81,153,mando ps4,0.4353625178337097,
Jeux vidéo PS4,11.2,No brand,0,https://www.vinted.it/items/8281688570-jeux-video-ps4?referrer=catalog,14,8281688570,Sold,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_01163_BG85hGhLR5kM6mN268vBHEUv/310x430/1772294686.webp?s=f6d559abe3b1b14d822377e4e453defb23852495,4,6,jeux video ps4,no brand,jeux video ps4 | no brand | 0,46,102,jeux video ps4,0.6744906902313232,
Jeu PS4 - Assassin’s Créer Origins,16.45,No brand,0,https://www.vinted.it/items/8281684448-jeu-ps4-assassins-creer-origins?referrer=catalog,1,8281684448,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_0052e_LPv6MdxUbNLPoxe6iMJo6fHh/310x430/1772294665.webp?s=2887dd750d2a7c1238edb5ffab4e964e63031b0a,4,6,jeu ps4 assassin s creer origins,no brand,jeu ps4 assassin s creer origins | no brand | 0,8,137,jeu ps4 assassin creer origins,-0.749434232711792,
Destinyy,5.95,No brand,0,https://www.vinted.it/items/8281674555-destinyy?referrer=catalog,0,8281674555,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/05_01679_S1uthno5Q5UQd8vc3kxH9m5W/310x430/1772294613.webp?s=f93aa4d1ec9d2ae31e4d34d056106967292a0fe1,4,6,destinyy,no brand,destinyy | no brand | 0,-1,-1,,,unassigned_product
Jeux vidéo PS4,11.2,No brand,0,https://www.vinted.it/items/8281668634-jeux-video-ps4?referrer=catalog,1,8281668634,On Sale,01/03/2026 00:25:07,,https://images1.vinted.net/t/06_02292_fambrrzmeswhgUaDP9G2VLtk/310x430/1772294582.webp?s=467a37ba8f4d6582610289f9082cd397302e765e,4,6,jeux video ps4,no brand,jeux video ps4 | no brand | 0,46,102,jeux video ps4,0.6744906902313232,
Pad ps4 Sony,42.7,Sony,0,https://www.vinted.it/items/8281118899-pad-ps4-sony?referrer=catalog,0,8281118899,On Sale,01/03/2026 00:25:08,,https://images1.vinted.net/t/05_01093_RLJcg4eToJBCwKhEnLBob2bo/310x430/1772291733.webp?s=ab2fb6233c9407f66ff8788396bce1dfe6f0f9ee,4,6,pad ps4 sony,sony,pad ps4 sony | sony | 0,89,107,pad ps4 sony,-0.7971254587173462,
Neuf! Story Pack Lego Dimensions Ghostbusters 71242,47.95,No brand,0,https://www.vinted.it/items/8281655696-neuf-story-pack-lego-dimensions-ghostbusters-71242?referrer=catalog,2,8281655696,On Sale,01/03/2026 00:25:08,,https://images1.vinted.net/t/06_01693_CcChadddw1e7egjdKQWz7MGp/310x430/1772294514.webp?s=edfd1292dee9b10c2f5aa467ce3ebc072ea9448d,4,6,neuf story pack lego dimensions ghostbusters 71242,no brand,neuf story pack lego dimensions ghostbusters 71242 | no brand | 0,-1,-1,,,unassigned_product
Base per caricare controller ps4,4.9,Base,0,https://www.vinted.it/items/8281647596-base-per-caricare-controller-ps4?referrer=catalog,0,8281647596,On Sale,01/03/2026 00:25:08,,https://images1.vinted.net/t/05_00f23_ACU7MScwBGoksBGjqmqhjXE3/310x430/1772294472.webp?s=083164407a302e4ccf4af106361b46c04f50af83,4,6,base per caricare controller ps4,base,base per caricare controller ps4 | base | 0,80,152,base per caricare controller ps4,1.159174919128418,very_low_vs_variant_median
Jeux PS4,11.2,No brand,0,https://www.vinted.it/items/8281644168-jeux-ps4?referrer=catalog,0,8281644168,On Sale,01/03/2026 00:25:08,,https://images1.vinted.net/t/03_000ef_VkNmpNdDXyRfK99pfCwzeTUD/310x430/1772294454.webp?s=03988b17b1b09ac23357ffeaa4eb51ea8b87c87b,4,6,jeux ps4,no brand,jeux ps4 | no brand | 0,64,96,jeux ps4,0.26979631185531616,
Valkyria Revolution Neuf sur PS4,19.6,No brand,0,https://www.vinted.it/items/8281639760-valkyria-revolution-neuf-sur-ps4?referrer=catalog,1,8281639760,On Sale,01/03/2026 00:25:08,,https://images1.vinted.net/t/05_02608_wY4feFqtm2VpNzUmzLBmJ1kS/310x430/1772294431.webp?s=252b859ab6f569788a4a60da4da2357e423bba85,4,6,valkyria revolution neuf sur ps4,no brand,valkyria revolution neuf sur ps4 | no brand | 0,62,115,valkyria revolution neuf sur ps4,-1.0117360353469849,
PlayStation move,21.6,PlayStation,0,https://www.vinted.it/items/8252515140-playstation-move?referrer=catalog,2,8252515140,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/06_012f3_kJeJdstHr4cVZWNnHECJjEjM/310x430/1771948569.webp?s=822f9d49d4725539eb0d0298f18e310c505ea6b4,4,6,playstation move,playstation,playstation move | playstation | 0,-1,-1,,,unassigned_product
Cuphead ps4,39.54,No brand,0,https://www.vinted.it/items/8281633718-cuphead-ps4?referrer=catalog,1,8281633718,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/05_0201a_MNYUjXNVbZhu4sdoihpkYKYx/310x430/1772294399.webp?s=09919854ab885aaa64457c525198a5a536a62cb7,4,6,cuphead ps4,no brand,cuphead ps4 | no brand | 0,62,115,cuphead ps4,-4.213961124420166,
lotto giochi ps4,3.85,No brand,0,https://www.vinted.it/items/8281625744-lotto-giochi-ps4?referrer=catalog,0,8281625744,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/01_007c9_NXFqgK84me7zw81MTyn8zu9L/310x430/1772294358.webp?s=f52899f558ee6e4e7136600852dabf9a831f8c35,4,6,lotto giochi ps4,no brand,lotto giochi ps4 | no brand | 0,64,96,lotto giochi ps4,0.7140833139419556,very_low_vs_variant_median
Jeux ps4,13.3,No brand,0,https://www.vinted.it/items/8281622187-jeux-ps4?referrer=catalog,0,8281622187,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/06_0199b_DPuSurRnKvdtpvz8ErGptXAP/310x430/1772294339.webp?s=e49927c87f4c4da84b849a2659821eceef825110,4,6,jeux ps4,no brand,jeux ps4 | no brand | 0,64,96,jeux ps4,0.0,
PS4 Dead Island Definitive Edition,11.15,No brand,0,https://www.vinted.it/items/8281619464-ps4-dead-island-definitive-edition?referrer=catalog,0,8281619464,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/06_00845_JwShwvXSvew95KS4cW2N1P62/310x430/1772294325.webp?s=a1011f29f430633e0521e4c6121b47c079d464c5,4,6,ps4 dead island definitive edition,no brand,ps4 dead island definitive edition | no brand | 0,-1,-1,,,unassigned_product
Untitled goose game,13.3,No brand,0,https://www.vinted.it/items/8281605565-untitled-goose-game?referrer=catalog,2,8281605565,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/06_01455_RtEvvCnYmQvm2u1anF4dGRvU/310x430/1772294252.webp?s=740804406f2a33351f36cd701961aa560603201c,4,6,untitled goose game,no brand,untitled goose game | no brand | 0,-1,-1,,,unassigned_product
Lot de 4  pieds de sommier + pied métal – Neuf,24.85,EBAC,0,https://www.vinted.it/items/8281604225-lot-de-4-pieds-de-sommier-pied-metal-neuf?referrer=catalog,0,8281604225,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/05_01d3e_D9vhcBrYAkzgdbmFjAsGX5TL/310x430/1772294347.webp?s=76ae5bbf542d0098412b0cf426c019076a645163,4,6,lot de 4 pieds de sommier pied metal neuf,ebac,lot de 4 pieds de sommier pied metal neuf | ebac | 0,-1,-1,,,unassigned_product
Alex Kidd ps4,21.7,No brand,0,https://www.vinted.it/items/8281603857-alex-kidd-ps4?referrer=catalog,3,8281603857,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/06_01b62_S9mWc12ZeBbK7NW7H9SVqHT6/310x430/1772294243.webp?s=978f0351950ff717939f627c758cea9fe9c638cb,4,6,alex kidd ps4,no brand,alex kidd ps4 | no brand | 0,62,115,alex kidd ps4,-1.1990947723388672,
Dragon ball fighter z et dragon ball xenoverse 2 PS4 neuf,37.44,No brand,0,https://www.vinted.it/items/8281602276-dragon-ball-fighter-z-et-dragon-ball-xenoverse-2-ps4-neuf?referrer=catalog,1,8281602276,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/05_017f7_QR4zizX615rQvuBvZ8hZ4tey/310x430/1772294234.webp?s=90f62aa264b27c72777e64df9a618add014b2e61,4,6,dragon ball fighter z et dragon ball xenoverse 2 ps4 neuf,no brand,dragon ball fighter z et dragon ball xenoverse 2 ps4 neuf | no brand | 0,-1,-1,,,unassigned_product
Dirti 4,5.95,No brand,0,https://www.vinted.it/items/8281594682-dirti-4?referrer=catalog,2,8281594682,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/03_01234_Zdhqd9zYnUqQvRgHrQaceJVo/310x430/1772294195.webp?s=59798ea981624d07916b593bcdd960a5068a3d89,4,6,dirti 4,no brand,dirti 4 | no brand | 0,22,25,dirti,-10.0,
Destiny 2,4.89,No brand,0,https://www.vinted.it/items/8281593387-destiny-2?referrer=catalog,0,8281593387,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/06_0141f_fWchCAkQzCTzw15Gzy85qPNz/310x430/1772294189.webp?s=a3fb4c066ad69b7b9d7252ac40000c811c0f275a,4,6,destiny 2,no brand,destiny 2 | no brand | 0,-1,-1,,,unassigned_product
Jeu mxgp sur ps4,5.95,No brand,0,https://www.vinted.it/items/8281583144-jeu-mxgp-sur-ps4?referrer=catalog,3,8281583144,Sold,01/03/2026 00:25:08,,https://images1.vinted.net/t/06_00084_U1CwyofCWakk4nVWbC4atTiQ/310x430/1772294135.webp?s=cda58b279e2877945289bc1aa8ffe211da1b56b7,4,6,jeu mxgp sur ps4,no brand,jeu mxgp sur ps4 | no brand | 0,64,96,jeu mxgp sur ps4,0.4442870020866394,very_low_vs_variant_median
🇬🇧 Blu-ray Goldhen JailBreak AIO 9.0 à 12.52,5.95,No brand,0,https://www.vinted.it/items/8281997007-blu-ray-goldhen-jailbreak-aio-90-a-1252?referrer=catalog,1,8281997007,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/01_01092_vrfGAf3X1EwYxBmSRCjhRAwo/310x430/1772296346.webp?s=311ef9c4bd5272476aa4b11f0087938d39463c28,4,5,blu ray goldhen jailbreak aio 9 0 a 12 52,no brand,blu ray goldhen jailbreak aio 9 0 a 12 52 | no brand | 0,-1,-1,,,unassigned_product
2 Comandos PS4/PS3/PC Giroscópio 6 Eixos Novos,26.95,outras,0,https://www.vinted.it/items/8281994537-2-comandos-ps4ps3pc-giroscopio-6-eixos-novos?referrer=catalog,1,8281994537,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/05_009f9_mNTA7YowiXzj2ie5KPskKctK/310x430/1772296332.webp?s=92a3c8fa72367e6bf37c9e97190871f9e85cb1be,4,5,2 comandos ps4 ps3 pc giroscopio 6 eixos novos,outras,2 comandos ps4 ps3 pc giroscopio 6 eixos novos | outras | 0,89,107,comandos ps4 ps3 pc giroscopio eixos novos,0.06744902580976486,
Ps4 game,16.45,No brand,0,https://www.vinted.it/items/8281993171-ps4-game?referrer=catalog,0,8281993171,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/01_01f3b_jZYLZ55qePXiYUAyUMZbav8o/310x430/1772296325.webp?s=da7cc02b750a7f0aac286025768f2ed66dd3f72a,4,5,ps4 game,no brand,ps4 game | no brand | 0,64,96,ps4 game,-0.40469449758529663,
Jogo PS4 F1 Manager 23 (Com Upgrade PS5) - Excelente Estado,13.3,No brand,0,https://www.vinted.it/items/8281986594-jogo-ps4-f1-manager-23-com-upgrade-ps5-excelente-estado?referrer=catalog,0,8281986594,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/05_020a3_gGVyoa3z9crL2Fxb68GNiLEz/310x430/1772296288.webp?s=718957f0198bac6785f7620251f2a6499cc1afb1,4,5,jogo ps4 f1 manager 23 com upgrade ps5 excelente estado,no brand,jogo ps4 f1 manager 23 com upgrade ps5 excelente estado | no brand | 0,5,99,jogo ps4 f1 manager 23 com upgrade ps5 excelente estado,-1.0117360353469849,
Assasin cred iv blak flang,16.45,No brand,0,https://www.vinted.it/items/8281982219-assasin-cred-iv-blak-flang?referrer=catalog,0,8281982219,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/01_0227e_TdQejr7aQMbkZ27fxLFhrkbG/310x430/1772296265.webp?s=31adc24684387b31395df125c87f71ab5cbf32e3,4,5,assasin cred iv blak flang,no brand,assasin cred iv blak flang | no brand | 0,-1,-1,,,unassigned_product
The Sims 4 - PS4 game,5.95,No brand,0,https://www.vinted.it/items/8281981233-the-sims-4-ps4-game?referrer=catalog,14,8281981233,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/05_01b89_RC67QDvKva8CqwFBmoXPBYa6/310x430/1772296260.webp?s=143816c7a9e7a57a44480931cfab6713740e7c8f,4,5,the sims 4 ps4 game,no brand,the sims 4 ps4 game | no brand | 0,64,96,the sims ps4 game,0.4442870020866394,very_low_vs_variant_median
Trouble Witches Final! Episode 01,58.45,No brand,0,https://www.vinted.it/items/8281980551-trouble-witches-final-episode-01?referrer=catalog,2,8281980551,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/06_001ba_d9aUGQ6yUbnMsb4Fh4P33Zhn/310x430/1772296256.webp?s=655b03672407db760fd1d054aa66ee114182e49f,4,5,trouble witches final episode 01,no brand,trouble witches final episode 01 | no brand | 0,-1,-1,,,unassigned_product
Ghostbusters PS4 – Funzionante al 100%,21.69,No brand,0,https://www.vinted.it/items/8281975725-ghostbusters-ps4-funzionante-al-100?referrer=catalog,1,8281975725,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/05_01ded_4ojRtvkJPXhZiKEnHAVV9Zqt/310x430/1772296230.webp?s=e91b7463f28fc59c8ce0321151c73007a5b5cb4d,4,5,ghostbusters ps4 funzionante al 100,no brand,ghostbusters ps4 funzionante al 100 | no brand | 0,-1,-1,,,unassigned_product
Assassin’s Creed Valhalla PS4 🇮🇹 Come nuovo,11.19,No brand,0,https://www.vinted.it/items/8281972807-assassins-creed-valhalla-ps4-come-nuovo?referrer=catalog,4,8281972807,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/01_01082_mocq18BhCpS9q5x4hHPdao5d/310x430/1772296213.webp?s=46baf1ace04729fc4308d4207bccb9f443873d6f,4,5,assassin s creed valhalla ps4 come nuovo,no brand,assassin s creed valhalla ps4 come nuovo | no brand | 0,8,137,assassin creed valhalla ps4 come nuovo,0.0016059669433161616,
PS4 Call of duty vanguard,13.3,No brand,0,https://www.vinted.it/items/8281970733-ps4-call-of-duty-vanguard?referrer=catalog,0,8281970733,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/05_00b38_abA3Q4BGQq2XMZzaCak5vTYS/310x430/1772296202.webp?s=75ac7d9e28ec27547c8e4e1cf95df9e232e4fd27,4,5,ps4 call of duty vanguard,no brand,ps4 call of duty vanguard | no brand | 0,13,101,ps4 call of duty vanguard,0.0,
The last of us per ps4,11.2,No brand,0,https://www.vinted.it/items/8281959258-the-last-of-us-per-ps4?referrer=catalog,2,8281959258,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/05_00a06_7QtSPvGK22BCFUky6ALc6REf/310x430/1772296140.webp?s=7d2bbc84a336769481b99691c66bb7d7976de93e,4,5,the last of us per ps4,no brand,the last of us per ps4 | no brand | 0,74,128,the last of us per ps4,0.6744908094406128,
Manager 23 ps4,11.19,No brand,0,https://www.vinted.it/items/8281942966-manager-23-ps4?referrer=catalog,1,8281942966,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/05_002c0_JD3nPhugoF1Dj3TFVNsvMhSc/310x430/1772296053.webp?s=f8fd5d2a95af0d468b97eaae07eb3ed5d3be7c87,4,5,manager 23 ps4,no brand,manager 23 ps4 | no brand | 0,-1,-1,,,unassigned_product
🔥 Rainbow Six Siege PS4 – Prezzo trattabile,21.69,No brand,0,https://www.vinted.it/items/8281937398-rainbow-six-siege-ps4-prezzo-trattabile?referrer=catalog,0,8281937398,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/06_017b6_c3B3GhUNqrJjvkYvSWxNVPca/310x430/1772296022.webp?s=08ca2ad224467c9b3710377d12a1fdc254458df6,4,5,rainbow six siege ps4 prezzo trattabile,no brand,rainbow six siege ps4 prezzo trattabile | no brand | 0,-1,-1,,,unassigned_product
Fifa20,5.95,No brand,0,https://www.vinted.it/items/8281937107-fifa20?referrer=catalog,0,8281937107,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/04_0066d_GG6uoSfKEivAjuJM4c68DoXY/310x430/1772296020.webp?s=a217adc0ac23e6a32939802f9daed1968a1e23b6,4,5,fifa20,no brand,fifa20 | no brand | 0,30,94,fifa20,0.6744906306266785,
Titanfall 2,7.0,No brand,0,https://www.vinted.it/items/8281934334-titanfall-2?referrer=catalog,2,8281934334,On Sale,01/03/2026 00:24:43,,https://images1.vinted.net/t/06_02180_MLfmdSrFs5xB5jQX9uDpwzNA/310x430/1772296004.webp?s=fffe69b38a9585de22842839f62e18756c74ea37,4,5,titanfall 2,no brand,titanfall 2 | no brand | 0,-1,-1,,,unassigned_product
